T34,T58,T172,T160,T161,T12,T147,T113,T162,T173,T48,T281,T102,T124,T22,T318,T780,T258,T123,T11,T183,T305,T270,T23,T199,T317,T233,T9,T781,T344,T282,T293,T159,T60,T206,T100,T348,T343,T148,T197,T35,T170,T269,T111,T112,T241,T21,T193,T345,T213,T45,T59
MEG_1191|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,9.0,8.0,15.0,33.0,10.0,9.0,26.0,14.0,7.0,34.0,8.0,64.0,12.0,6.0,10.0,39.0,97.0,41.0,8.0,7.0,30.0,24.0,44.0,11.0,9.0,34.0,13.0,11.0,0,41.0,35.0,38.0,36.0,9.0,2.0,7.0,0,31.0,10.0,0,5.0,16.0,75.0,21.0,5.0,10.0,14.0,7.0,40.0,10.0,13.0,23.0
MEG_4257|Drugs|betalactams|Class_A_betalactamases|OKP,0,2.0,2.0,8.0,0,2.0,0,2.0,2.0,6.0,0,2.0,0,2.0,0,4.0,0,2.0,2.0,0,6.0,4.0,6.0,0,0,2.0,2.0,0,0,2.0,2.0,2.0,9.0,0,0,2.0,0,2.0,0,0,0,0,12.0,2.0,2.0,0,2.0,0,2.0,2.0,2.0,2.0
MEG_3107|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0
MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,2.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,2.0,0
MEG_549|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,2.0,0,2.0,6.0,1.0,0,10.0,46.0,0,57.0,0,16.0,2.0,2.0,2.0,9.0,25.0,11.0,8.0,0,23.0,6.0,11.0,2.0,0,3.0,11.0,0,0,2.0,4.0,13.0,198.0,16.0,0,0,0,4.0,3.0,0,4.0,3.0,49.0,17.0,12.0,0,5.0,0,5.0,15.0,18.0,63.0
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,64.0,17.0,57.0,141.0,63.0,58.0,113.0,499.0,53.0,637.0,50.0,211.0,82.0,61.0,64.0,136.0,436.0,105.0,131.0,8.0,164.0,133.0,211.0,78.0,60.0,127.0,71.0,49.0,2.0,135.0,118.0,152.0,1709.0,102.0,16.0,57.0,2.0,128.0,104.0,5.0,76.0,83.0,644.0,162.0,129.0,38.0,79.0,24.0,121.0,142.0,244.0,700.0
MEG_3096|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_5253|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7782|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,0,0,0,2.0,0,0,0,6.0,0,0,2.0,0,0,0,4.0,0,0,0,2.0,0,4.0,0,2.0,0,0,0,0,0,0,6.0,0,0,6.0,0,0,0,0,0,2.0,0,4.0,0,4.0,7.0,0,0,0,2.0,0,2.0,0,2.0
MEG_1983|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,0,2.0,4.0,2.0,0,2.0,4.0,0,7.0,0,11.0,7.0,0,0,6.0,0,4.0,4.0,0,2.0,6.0,10.0,0,2.0,2.0,4.0,2.0,0,4.0,4.0,8.0,6.0,0,0,2.0,0,6.0,2.0,0,0,0,10.0,2.0,0,2.0,0,0,6.0,4.0,0,4.0
MEG_934|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,2.0,0,4.0,0,6.0,0,7.0,0,0,0,4.0,0,8.0,0,0,0,0,6.0,0,2.0,0,0,0,0,10.0,6.0,6.0,4.0,0,0,0,0,0,0,0,0,2.0,12.0,2.0,0,2.0,0,2.0,2.0,0,0,2.0
MEG_5507|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,4.0,5.0,0,0,4.0,2.0,0,2.0,0,6.0,0,0,0,6.0,0,2.0,0,0,2.0,0,0,0,0,2.0,0,2.0,0,2.0,0,4.0,4.0,2.0,0,0,0,2.0,0,0,0,0,15.0,4.0,2.0,0,0,0,0,0,0,2.0
MEG_6642|Drugs|Sulfonamides|Sulfonamide_monooxygenase|SULX,13.0,0,0,9.0,8.0,6.0,19.0,2.0,4.0,10.0,2.0,32.0,8.0,2.0,6.0,15.0,2.0,14.0,6.0,0,8.0,20.0,28.0,4.0,2.0,19.0,4.0,2.0,0,11.0,15.0,24.0,12.0,2.0,2.0,0,0,12.0,6.0,0,0,4.0,36.0,6.0,2.0,4.0,6.0,0,15.0,4.0,4.0,7.0
MEG_1196|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BAHA,16.0,2.0,10.0,29.0,14.0,8.0,17.0,17.0,6.0,40.0,4.0,52.0,8.0,8.0,20.0,30.0,0,17.0,14.0,2.0,24.0,22.0,36.0,6.0,10.0,29.0,8.0,10.0,0,29.0,28.0,33.0,26.0,6.0,4.0,12.0,2.0,19.0,16.0,2.0,6.0,12.0,44.0,29.0,4.0,4.0,10.0,2.0,20.0,9.0,12.0,13.0
MEG_3585|Drugs|betalactams|Class_A_betalactamases|LHK,10.0,2.0,0,6.0,2.0,6.0,12.0,2.0,8.0,10.0,4.0,18.0,8.0,4.0,8.0,14.0,0,6.0,2.0,0,8.0,6.0,16.0,2.0,2.0,10.0,4.0,4.0,0,6.0,10.0,26.0,8.0,4.0,4.0,4.0,2.0,10.0,6.0,0,2.0,4.0,21.0,4.0,0,2.0,10.0,2.0,8.0,2.0,0,4.0
MEG_5763|Drugs|betalactams|Class_A_betalactamases|PER,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,2.0,0,0,2.0,0,2.0,0,0,0,0,0,4.0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,8.0,0,8.0,20.0,8.0,6.0,18.0,40.0,2.0,4.0,0,12.0,6.0,2.0,4.0,8.0,0,2.0,6.0,2.0,9.0,6.0,6.0,0,3.0,6.0,10.0,2.0,0,10.0,8.0,4.0,26.0,0,3.0,4.0,0,6.0,5.0,0,2.0,20.0,28.0,9.0,4.0,6.0,10.0,6.0,2.0,23.0,4.0,6.0
MEG_3983|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,92.0,29.0,125.0,327.0,155.0,79.0,156.0,230.0,22.0,441.0,17.0,695.0,148.0,42.0,84.0,311.0,19.0,332.0,24.0,10.0,268.0,435.0,664.0,52.0,88.0,459.0,72.0,76.0,1.0,370.0,376.0,613.0,431.0,58.0,15.0,100.0,2.0,328.0,51.0,0,26.0,166.0,729.0,189.0,63.0,125.0,141.0,40.0,304.0,45.0,109.0,227.0
MEG_3729|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,4.0,0,0,0,0,8.0,0,0,4.0,0,0,0,4.0,4.0,8.0,2.0,0,0,0,0,4.0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,2.0
MEG_3145|Drugs|betalactams|Class_B_betalactamases|GOB,0,0,0,4.0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,2.0,3.0,2.0,0,0,0,0,10.0,0,0,0,0,4.0,0,2.0,0,0,0,4.0,0,0,0
MEG_7505|Drugs|Glycopeptides|VanD-type_regulator|VANSD,6.0,0,0,0,0,0,6.0,2.0,0,12.0,0,41.0,2.0,2.0,0,12.0,0,9.0,2.0,2.0,9.0,13.0,25.0,0,2.0,16.0,4.0,0,2.0,14.0,18.0,25.0,20.0,0,2.0,2.0,0,22.0,2.0,0,0,4.0,32.0,4.0,0,0,0,0,10.0,2.0,4.0,4.0
MEG_776|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0
MEG_8503|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,0,4.0,0,0,0,0,0,2.0,0,0,4.0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,4.0,0,2.0,0,0,0,0,0,2.0,2.0,0,0,2.0,2.0,0,4.0,0,0,0,0,0,0,0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,90.0,2.0,28.0,271.0,47.0,29.0,7.0,13.0,2.0,57.0,6.0,184.0,30.0,0,2.0,55.0,24.0,36.0,2.0,0,10.0,352.0,455.0,2.0,11.0,229.0,0,0,0,83.0,41.0,401.0,36.0,3.0,0,40.0,0,57.0,1.0,2.0,4.0,36.0,147.0,19.0,6.0,13.0,13.0,0,56.0,4.0,12.0,8.0
MEG_2344|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,2.0,2.0,0,2.0,2.0,0,0,0,2.0,2.0,0,4.0,0,0,2.0,0,2.0,0,0,0,0,6.0,2.0,0,0,0,0,0,0,2.0,0
MEG_1521|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,2.0,0,0,0
MEG_4755|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0
MEG_31|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,35.0,10.0,14.0,41.0,25.0,25.0,30.0,9.0,16.0,26.0,15.0,55.0,26.0,20.0,18.0,28.0,0,25.0,17.0,6.0,27.0,24.0,35.0,22.0,12.0,33.0,20.0,19.0,0,25.0,28.0,36.0,38.0,8.0,6.0,18.0,4.0,25.0,21.0,2.0,12.0,19.0,52.0,23.0,12.0,6.0,19.0,10.0,21.0,14.0,10.0,10.0
MEG_6298|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,4.0,0,2.0,2.0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0
MEG_3619|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,2.0,0,0,2.0,0,0,2.0,2.0,0,2.0,0,6.0,2.0,0,0,2.0,0,3.0,0,0,0,11.0,1.0,0,0,6.0,0,0,0,4.0,2.0,22.0,0,0,0,0,0,2.0,0,0,0,0,8.0,0,0,0,2.0,0,2.0,2.0,0,2.0
MEG_8090|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSL,0,0,0,0,0,0,0,0,0,2.0,0,4.0,0,0,0,0,0,4.0,0,0,2.0,2.0,0,0,0,2.0,0,0,0,4.0,0,0,2.0,0,0,0,0,4.0,0,0,0,2.0,4.0,0,0,0,0,0,0,0,0,0
MEG_5974|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6192|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,2.0,2.0,0,4.0,2.0,2.0,0,2.0,0,2.0,0,0,2.0,0,0,0,2.0,0,0,0,2.0,0,2.0,0,2.0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,0,4.0,0,0,0,2.0,2.0,2.0
MEG_6288|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,2.0,0,0,4.0,0,0,0,0,4.0,2.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,2.0
MEG_7930|Drugs|betalactams|Class_C_betalactamases|ADC,3.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,6.0,0,16.0,19.0,6.0,2.0,37.0,175.0,12.0,197.0,2.0,83.0,20.0,4.0,2.0,35.0,175.0,40.0,49.0,2.0,70.0,44.0,48.0,12.0,30.0,35.0,21.0,8.0,0,31.0,34.0,38.0,101.0,42.0,0,4.0,0,34.0,30.0,0,16.0,20.0,231.0,16.0,54.0,8.0,25.0,8.0,26.0,46.0,23.0,305.0
MEG_4857|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5190|Drugs|betalactams|Class_D_betalactamases|OXA,10.0,2.0,0,4.0,6.0,8.0,4.0,8.0,0,10.0,4.0,20.0,6.0,0,0,12.0,0,8.0,0,0,2.0,12.0,14.0,2.0,6.0,10.0,4.0,8.0,0,8.0,12.0,18.0,18.0,0,2.0,2.0,0,6.0,2.0,0,6.0,6.0,28.0,8.0,0,0,2.0,0,14.0,6.0,4.0,6.0
MEG_76|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0
MEG_3092|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0
MEG_7647|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0
MEG_8548|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,2.0,2.0,2.0,2.0,2.0,0,0,0,6.0,2.0,2.0,2.0,0,0,2.0,2.0,0,2.0,0,0,0,0,4.0,0,2.0,0,0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,4.0,0,0,2.0,0,0,0,0,2.0,2.0
MEG_6262|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,2.0,2.0,4.0,0,0,2.0,0,6.0,0,9.0,5.0,0,0,4.0,0,11.0,0,0,2.0,2.0,4.0,0,2.0,5.0,0,0,0,4.0,2.0,2.0,3.0,0,0,0,0,5.0,0,0,0,0,14.0,2.0,0,2.0,2.0,0,3.0,0,0,2.0
MEG_4025|Drugs|betalactams|Class_C_betalactamases|MOX,2.0,2.0,0,6.0,3.0,2.0,6.0,0,2.0,2.0,4.0,6.0,0,2.0,6.0,2.0,0,2.0,2.0,2.0,8.0,4.0,2.0,4.0,2.0,2.0,4.0,0,0,10.0,0,2.0,21.0,0,0,2.0,0,0,0,0,0,0,4.0,2.0,2.0,0,0,0,0,0,2.0,4.0
MEG_2761|Drugs|MLS|23S_rRNA_methyltransferases|ERM,33.0,0,9.0,28.0,13.0,12.0,23.0,9.0,14.0,17.0,6.0,47.0,19.0,6.0,12.0,15.0,2.0,8.0,12.0,0,20.0,24.0,37.0,8.0,6.0,29.0,0,12.0,0,27.0,15.0,30.0,27.0,6.0,4.0,8.0,0,18.0,14.0,0,4.0,15.0,58.0,13.0,6.0,2.0,14.0,6.0,15.0,11.0,10.0,15.0
MEG_3250|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,207.0,47.0,121.0,194.0,75.0,96.0,198.0,117.0,60.0,224.0,46.0,462.0,116.0,50.0,82.0,230.0,9.0,193.0,66.0,6.0,157.0,368.0,443.0,67.0,102.0,366.0,89.0,60.0,0,227.0,248.0,464.0,290.0,35.0,28.0,78.0,13.0,209.0,75.0,16.0,57.0,107.0,471.0,187.0,71.0,59.0,149.0,43.0,241.0,72.0,133.0,122.0
MEG_4940|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,4.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6134|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,612.0,38.0,180.0,436.0,185.0,209.0,367.0,368.0,108.0,460.0,160.0,1093.0,277.0,118.0,311.0,501.0,0,329.0,160.0,14.0,337.0,1160.0,1390.0,353.0,308.0,1010.0,130.0,155.0,2.0,520.0,538.0,1414.0,717.0,124.0,61.0,211.0,17.0,455.0,204.0,16.0,142.0,176.0,1036.0,729.0,109.0,112.0,205.0,100.0,415.0,520.0,484.0,522.0
MEG_1252|Drugs|betalactams|Class_B_betalactamases|BLAB,0,0,0,2.0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
MEG_4393|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0
MEG_5139|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,4.0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,2.0,2.0,0,0,0,4.0,0,0,0,2.0,6.0,0,0,0,0,0,0,0,0,0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,0,0,2.0,8.0,0,2.0,1.0,61.0,7.0,79.0,0,16.0,2.0,0,2.0,7.0,87.0,9.0,17.0,0,21.0,7.0,20.0,4.0,4.0,3.0,16.0,2.0,0,11.0,6.0,11.0,271.0,17.0,4.0,0,0,10.0,7.0,0,0,9.0,97.0,28.0,10.0,4.0,4.0,0,4.0,17.0,29.0,87.0
MEG_3401|Drugs|betalactams|Class_B_betalactamases|IND,0,0,2.0,2.0,2.0,0,2.0,6.0,0,2.0,0,14.0,2.0,0,2.0,4.0,2.0,4.0,0,0,4.0,2.0,10.0,0,0,10.0,0,0,0,10.0,8.0,2.0,2.0,0,0,0,0,12.0,0,0,0,0,12.0,2.0,0,2.0,0,0,4.0,0,2.0,2.0
MEG_4555|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0
MEG_3573|Drugs|betalactams|Class_A_betalactamases|LEN,11.0,2.0,4.0,13.0,4.0,2.0,8.0,2.0,2.0,4.0,0,6.0,6.0,0,6.0,6.0,0,4.0,4.0,0,0,4.0,4.0,2.0,0,2.0,0,7.0,0,4.0,6.0,10.0,4.0,0,0,2.0,0,0,2.0,0,0,4.0,14.0,10.0,0,0,2.0,0,2.0,6.0,0,0
MEG_8447|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,24.0,8.0,12.0,28.0,17.0,17.0,27.0,14.0,4.0,26.0,10.0,38.0,14.0,6.0,11.0,21.0,0,14.0,14.0,0,22.0,10.0,32.0,11.0,12.0,29.0,6.0,15.0,0,20.0,19.0,26.0,41.0,10.0,3.0,2.0,1.0,22.0,14.0,1.0,9.0,15.0,49.0,8.0,11.0,4.0,27.0,1.0,10.0,13.0,17.0,26.0
MEG_6324|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,0,4.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,4.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_8167|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_4424|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0,0,0,2.0,2.0,0,0,0,2.0,2.0,0,0,2.0,0,0,0,0,0,0,3.0,5.0,2.0,0,2.0,0,0,0,2.0,4.0,4.0,2.0,0,0,0,0,6.0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0
MEG_6179|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SEPA,15.0,2.0,7.0,16.0,4.0,9.0,10.0,7.0,5.0,11.0,0,21.0,10.0,2.0,6.0,6.0,0,6.0,6.0,2.0,4.0,16.0,24.0,2.0,2.0,12.0,6.0,5.0,0,2.0,6.0,22.0,20.0,2.0,2.0,5.0,0,6.0,6.0,0,8.0,7.0,37.0,16.0,9.0,0,2.0,0,14.0,8.0,4.0,10.0
MEG_8441|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0,3.0,0,0,0,0,0,2.0,0,6.0,0,0,0,2.0,0,2.0,0,0,0,0,2.0,0,0,2.0,0,0,0,6.0,0,4.0,4.0,0,0,0,0,4.0,0,0,0,2.0,10.0,0,0,0,0,0,2.0,0,0,0
MEG_5645|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,0,0,0,2.0,2.0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,4.0,0
MEG_1662|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,0,2.0,0,2.0,2.0,0,2.0,0,0,2.0,0,0,0,0,2.0,0,2.0,0,2.0,0,2.0,2.0,2.0,6.0,0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,2.0,0,0,2.0,0
MEG_8072|Drugs|betalactams|Class_C_betalactamases|DHA,0,0,0,8.0,4.0,4.0,2.0,0,0,4.0,0,2.0,0,0,0,0,0,2.0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,4.0,4.0,4.0,0,4.0,0,0,2.0,0,0,0
MEG_8397|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,2.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,2.0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
MEG_8640|Drugs|betalactams|Class_C_betalactamases|PRC,33.0,10.0,28.0,42.0,21.0,21.0,36.0,18.0,13.0,33.0,18.0,75.0,46.0,12.0,16.0,42.0,2.0,38.0,16.0,2.0,39.0,35.0,48.0,15.0,24.0,43.0,10.0,19.0,0,47.0,49.0,50.0,48.0,6.0,15.0,24.0,0,35.0,23.0,2.0,16.0,19.0,75.0,30.0,14.0,14.0,23.0,10.0,37.0,18.0,40.0,20.0
MEG_5828|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,4.0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,3.0,0,3.0,0,0,0,7.0,12.0,0,0,10.0,0,0,0,2.0,0,13.0,0,0,0,0,0,6.0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0
MEG_6908|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,70.0,11.0,64.0,141.0,68.0,26.0,123.0,287.0,23.0,360.0,10.0,368.0,72.0,34.0,32.0,136.0,310.0,149.0,68.0,1.0,159.0,246.0,339.0,26.0,82.0,225.0,77.0,42.0,0,139.0,159.0,287.0,541.0,38.0,18.0,27.0,3.0,140.0,47.0,4.0,24.0,88.0,515.0,126.0,75.0,33.0,100.0,12.0,133.0,84.0,78.0,350.0
MEG_5544|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,2.0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,2.0,0,0,2.0,2.0,0,0,4.0,0,2.0,0,2.0,2.0,5.0,6.0,0,0,2.0,0,0,0,0,0,2.0,0,2.0,0,2.0,2.0,0,0,0,0,2.0
MEG_2941|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,73.0,10.0,58.0,111.0,40.0,53.0,96.0,67.0,48.0,103.0,32.0,172.0,72.0,34.0,45.0,113.0,2.0,90.0,34.0,2.0,74.0,96.0,131.0,33.0,55.0,102.0,43.0,48.0,0,127.0,117.0,133.0,135.0,21.0,12.0,50.0,4.0,120.0,34.0,4.0,20.0,51.0,195.0,87.0,36.0,30.0,51.0,19.0,97.0,34.0,56.0,67.0
MEG_8487|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,2.0,4.0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
